created_at,file_name,followers,friends,group_name,location,retweet_count,screenname,search_query,text,twitter_id,username,polarity,partition_0,partition_1
7/22/2020 12:25,Uganda,359,954,Uganda,"Québec, Canada",6,clumsydmitri,#Uganda,RT @danwibg: 'We were beaten': 20 LGBTQ+ Ugandans file lawsuit over alleged torture https://t.co/f16viYVXVT  #Uganda,,,,,
7/22/2020 12:23,Uganda,25140,6544,Uganda,"Hunter Mill, VA",1,CharlesMcCool,#Uganda,"RT @SafarisofAfrica: #Top4Round, circles and Domes at the Equator in Uganda. @Giselleinmotion @CharlesMcCool @Touchse @wayamayatravel #Ugan…",,,,,
7/22/2020 12:23,Uganda,2797,1151,Uganda,"Bruxelles, Belgique",4,jeanvanwetter,#Uganda,"RT @Enabel_Belgium: #SuccessStory Read the story of Emmanuel,an experienced welder from #Uganda 🇺🇬 who became an entrepreneur after followi…",,,,,
7/22/2020 12:23,Uganda,2277,4597,Uganda,,1,Biafrason123,#Uganda,RT @PunchlineAfric: #DiasporaDispatches   Miriam Ogutu: Ugandan activist Bobi Wine has launched a new political party ahead of a presidenti…,,,,,
7/22/2020 12:22,Uganda,14702,934,Uganda,"New York, NY",1,UNCDF,#Uganda,"News Clipping: ""@WFP’s revised #FinancialLiteracy Training Toolkit to improve resilience, self-reliance of refugees in #Uganda"" https://t.co/G2dpATmECF",,,,,
7/22/2020 12:21,Uganda,69,468,Uganda,"Kampala,Uganda",58,SulleyBahati,#Uganda,"RT @observerug: Will Buganda Kingdom deliver low-cost #housing? While a house in the Kigo project costs at least Shs 300m, someone will be…",,,,,
7/22/2020 12:21,Uganda,0,13,Uganda,,12,RebeccaMiln9,#Uganda,RT @rex_blx: Here is another one piece.  Plz retweet. Sapot a bother Thanks🙏 Dm +256751089511 #Rexanz_artz #graphite #charcola #a3 #drawing…,,,,,
7/22/2020 12:20,Uganda,194,394,Uganda,,4,barefoot_nqo,#Uganda,"RT @africa_being: Preserving &amp; Promoting African Languages‼️  Join our online chat on 31 July.  Our key speakers are from: #Chad, #DRC/#Rwa…",,,,,
7/22/2020 12:20,Uganda,2361,1141,Uganda,"Johannesburg, South Africa",4,MKalinda,#Uganda,"RT @africa_being: Preserving &amp; Promoting African Languages‼️  Join our online chat on 31 July.  Our key speakers are from: #Chad, #DRC/#Rwa…",,,,,
7/22/2020 12:19,Uganda,7559,2418,Uganda,"Nairobi, Kenya",1,PunchlineAfric,#Uganda,#DiasporaDispatches   Miriam Ogutu: Ugandan activist Bobi Wine has launched a new political party ahead of a presidential election in which he hopes to be the face of a united opposition against the country’s long-time leader President Yoweri #Museveni. #Uganda https://t.co/dTx11TKWzX,,,,,
7/22/2020 12:19,Uganda,164,174,Uganda,"Kampala, Uganda",2,aghpf,#Uganda,RT @usmissionuganda: Read how @USAID helped make a quality improvement program to stop #HIV in #Uganda. https://t.co/5X7f261BqB https://t.c…,,,,,
7/22/2020 12:18,Uganda,11820,5569,Uganda,nearby ,58,BwahaDenise,#Uganda,"RT @observerug: Will Buganda Kingdom deliver low-cost #housing? While a house in the Kigo project costs at least Shs 300m, someone will be…",,,,,
7/22/2020 12:17,Uganda,725,1571,Uganda,,6,wentword,#Uganda,"RT @tcafricapodcast: All Eyes on You and Me! 👀  🚨New Episode🚨- We go to #Ethiopia, #Uganda, #SouthAfrica, and #Nigeria and ask why governme…",,,,,
7/22/2020 12:17,Uganda,1176,2368,Uganda,"Maryland, USA",6,lbrass3,#Uganda,RT @danwibg: 'We were beaten': 20 LGBTQ+ Ugandans file lawsuit over alleged torture https://t.co/f16viYVXVT  #Uganda,,,,,
7/22/2020 12:15,Uganda,1049,725,Uganda,Mu DM Yo ,58,michealjamesM,#Uganda,"RT @observerug: Will Buganda Kingdom deliver low-cost #housing? While a house in the Kigo project costs at least Shs 300m, someone will be…",,,,,
7/22/2020 12:15,Uganda,7559,2418,Uganda,"Nairobi, Kenya",0,PunchlineAfric,#Uganda,#PaTvUpdates   ON AIR: #DiasporaDispatches show with Miriam Ogutu.  Join us via: https://t.co/yXTyMyuRGP  https://t.co/wueClI14Mc  https://t.co/Kq5X66qRH1  #Africa #Nigeria #Egypt #libya #Ethiopia #SouthAfrica #Kenya #Uganda #Zimbabwe #Ghana https://t.co/fCIHyz9YLc,,,,,
7/22/2020 12:14,Uganda,170,240,Uganda,"Kampala, Uganda",58,HarrietNabudere,#Uganda,"RT @observerug: Will Buganda Kingdom deliver low-cost #housing? While a house in the Kigo project costs at least Shs 300m, someone will be…",,,,,
7/22/2020 12:12,Uganda,167,95,Uganda,"Kampala, Uganda",0,BridgeFilms,#Uganda,We are always working hard to offer our clients the best ways to communicate their vision &amp,,,,,
7/22/2020 12:12,Uganda,33,69,Uganda,Burundi,1,Ndayi_khalfani,#Uganda,RT @BaseiWeb: .Our clients are always happy for our services offered 24/7. Choosing us is choosing wisely. Contact us on +257 22 241211 or…,,,,,
7/22/2020 12:12,Uganda,53,94,Uganda,Burundi,1,BaseiWeb,#Uganda,.Our clients are always happy for our services offered 24/7. Choosing us is choosing wisely. Contact us on +257 22 241211 or on our email: info@baseint.net #Burundi #Rwanda #Uganda #Tanzania #Kenya https://t.co/tZ0fV2jMwW,,,,,
7/22/2020 12:11,Uganda,351,369,Uganda,,3,Anita23644085,#Uganda,"RT @invest2impact: #BusinessProfile @Capitalsolns is a social enterprise incorporated in #Uganda in 2008 to inspire, transform, and build t…",,,,,
7/22/2020 12:11,Uganda,36,387,Uganda,Masaka Uganda,0,robertcarlosjr1,#Uganda,@ChelseaFC @Hublot #Uganda East Africa https://t.co/2PILL4uYrB,,,,,
7/22/2020 12:10,Uganda,16708,1047,Uganda,,2,TheQuill,#Uganda,RT @electricbrolly: 1 ZOOM SHOW When Georgia in #Norfolk meets friends in #Uganda wearing the same T-shirt &amp,,,,,
7/22/2020 12:07,Uganda,521,1170,Uganda,"Kampala, Uganda",7,DjTrixSoulJah,#Uganda,RT @Cathymatete: Blessings UGANDA!! 🇺🇬 THANK YOU @blazey_blaze FOR PREMIERING SHINE YOUR LIGHT on @nxtradioug  Produced by @sajayproduction…,,,,,
7/22/2020 12:05,Uganda,142,459,Uganda,Kampala,0,4afritam,#Uganda,"We are renowned for our ethical approach, attention to detail and providing the client with good and professional services. #Afritam #Consultancy #Corporatetraining #Survey  #Hub #Research #Experts #Datamanagement #Uganda https://t.co/SpoepSVIYn",,,,,
7/22/2020 12:05,Uganda,620,753,Uganda,,7,Rwotlonyo1,#Uganda,RT @ECLTFoundation: Measuring impact of investment on the lives of beneficiaries.  Check out the results from our Social Return on Investme…,,,,,
7/22/2020 12:04,Uganda,86,548,Uganda,,23,JonesRehema,#Uganda,"RT @lilimobeth: #Uganda; impunity &amp; the poor state of Mulago referral hospital. Albert Tugumisirize, 28, was riding a bicycle a long Masaka…",,,,,
7/22/2020 12:03,Uganda,19162,4488,Uganda,Africa,4,mashanubian,#Uganda,"RT @africa_being: Preserving &amp; Promoting African Languages‼️  Join our online chat on 31 July.  Our key speakers are from: #Chad, #DRC/#Rwa…",,,,,
7/22/2020 12:03,Uganda,1024,1681,Uganda,Kyali-Drive ,1,ThatBoyMakobi,#Uganda,RT @BwahaDenise: @maheder_tadese encourages photographers to build their networks and partner with institutions that are in line with their…,,,,,
7/22/2020 12:03,Uganda,1318,987,Uganda,he/she,6,farragelloo,#Uganda,RT @danwibg: 'We were beaten': 20 LGBTQ+ Ugandans file lawsuit over alleged torture https://t.co/f16viYVXVT  #Uganda,,,,,
7/22/2020 12:02,Uganda,43,133,Uganda,,23,UmmSalma12,#Uganda,"RT @lilimobeth: #Uganda; impunity &amp; the poor state of Mulago referral hospital. Albert Tugumisirize, 28, was riding a bicycle a long Masaka…",,,,,
7/22/2020 12:02,Uganda,136,679,Uganda,,6,FeartheFae,#Uganda,RT @danwibg: 'We were beaten': 20 LGBTQ+ Ugandans file lawsuit over alleged torture https://t.co/f16viYVXVT  #Uganda,,,,,
7/22/2020 12:02,Uganda,2822,4977,Uganda,Richmond Upon Thames UK,0,jckato,#Uganda,@AsantejnrRuhima @KagutaMuseveni Countries with the highest #COVID-19 cases/fatalities eg. UK are already open for business while those like #Uganda with almost zero cases/fatalities still have their borders closed! Where’s the logic in this?,,,,,
7/22/2020 12:01,Uganda,348559,3655,Uganda,Cairo/NYC,6,monaeltahawy,#Uganda,RT @danwibg: 'We were beaten': 20 LGBTQ+ Ugandans file lawsuit over alleged torture https://t.co/f16viYVXVT  #Uganda,,,,,
7/22/2020 12:00,Uganda,321,391,Uganda,Uganda,0,TrophyDeveloper,#Uganda,A website is the first biggest step for your business /or Organization to win more of it's goals and the next step is to get customers from your website. To get a website visit : https://t.co/dPj0tKkBGX  #websitedesigncompany #TrophyDevelopers #success  #Uganda #growthhacking https://t.co/60vpc7pJjw,,,,,
7/22/2020 12:00,Uganda,425,2036,Uganda,"Kampala, Uganda 🇺🇬",4,AishaNalumansi1,#Uganda,"RT @MastercardFdn: Join us on Thursday, as we launch #YoungAfricaWorks in #Uganda! Details below -- and follow @youngafricawks for updates.",,,,,
7/22/2020 12:00,Uganda,539,596,Uganda,Uganda,0,nuelbusinge,#Uganda,Motion in the rain  #Kampala #Uganda #UgandansWorking #candidshot https://t.co/FK2W14yt4i,,,,,
7/22/2020 12:00,Uganda,3487,1963,Uganda,DC/Cape Town,6,danwibg,#Uganda,'We were beaten': 20 LGBTQ+ Ugandans file lawsuit over alleged torture https://t.co/f16viYVXVT  #Uganda,,,,,
7/22/2020 12:00,Uganda,1817,3099,Uganda,,6,chenaichair,#Uganda,"RT @tcafricapodcast: All Eyes on You and Me! 👀  🚨New Episode🚨- We go to #Ethiopia, #Uganda, #SouthAfrica, and #Nigeria and ask why governme…",,,,,
7/22/2020 12:00,Uganda,425,2036,Uganda,"Kampala, Uganda 🇺🇬",12,AishaNalumansi1,#Uganda,"RT @youngafricawks: Join the #YoungAfricaWorks launch in #Uganda this Thursday, 23rd July from 2.30 - 4.30pm EAT to learn about how @Master…",,,,,
7/22/2020 12:00,Uganda,262,578,Uganda,"Masindi, Uganda",0,MasindiHotel,#Uganda,"Known for its popularity as a traditional leisure stop-over for Uganda’s royalty, the Royal Mile is a superb birding spot with many west and central African species, as well as a variety of sought-after key species.   #MasindiHotel #Masindi #VisitUgandaTomorrow #Uganda https://t.co/NrrtIhwwbN",,,,,
7/22/2020 11:58,Uganda,198,568,Uganda,Kampala,14,Neil_Yga,#Uganda,RT @ONLYINUG256: Good Morning from the Pearl of Africa - #Uganda located in East Africa and about the size of Great Britain. it's landscape…,,,,,
7/22/2020 11:58,Uganda,155,441,Uganda,,3,Capitalsolns,#Uganda,"RT @invest2impact: #BusinessProfile @Capitalsolns is a social enterprise incorporated in #Uganda in 2008 to inspire, transform, and build t…",,,,,
7/22/2020 11:58,Uganda,11820,5569,Uganda,nearby ,1,BwahaDenise,#Uganda,@maheder_tadese encourages photographers to build their networks and partner with institutions that are in line with their photography so that their work can be put out there. @UPPAward   #Uganda #UPPA2020 #photography https://t.co/mMOLgaNJRu,,,,,
7/22/2020 11:56,Uganda,10813,452,Uganda,"Nairobi, Kenya",3,AWFCEO,#Uganda,RT @DrKirstinJ_UK: @AWF_Official’s #COVID19 response includes support to #Rangers in #Uganda  @bamulesewa_sudi @ugwildlife @Tourismuganda F…,,,,,
7/22/2020 11:56,Uganda,14111,10189,Uganda,"kampala,Uganda",58,asiimireritah,#Uganda,"RT @observerug: Will Buganda Kingdom deliver low-cost #housing? While a house in the Kigo project costs at least Shs 300m, someone will be…",,,,,
7/22/2020 11:53,Uganda,129,287,Uganda,,9,wa_hannington,#Uganda,"RT @BuffaloSoldierA: As aspiring candidates continue to submit their forms at the #PeoplePower Movt Secretariat in Kamwokya, @PoliceUg cont…",,,,,
7/22/2020 11:51,Uganda,125,124,Uganda,Uganda ,0,AfricanEstate,#Uganda,Title. Its valuation report is readily available!! Email,,,,,
7/22/2020 11:51,Uganda,1764,3074,Uganda,Rwanda,0,DanielSabiiti,#Uganda,@SourceJinja My birth place will always be the most peaceful place to live in #Uganda,,,,,
7/22/2020 11:51,Uganda,56527,2364,Uganda,,0,DirectorsTalk,#Uganda,What is the function of graphite in the brake pads? - https://t.co/t0UNmhiSpl - #BRES @BlencoweRes #mining #graphite #flake #jumboflake #Uganda #brakepads,,,,,
7/22/2020 11:50,Uganda,220,762,Uganda,"London, England",3,MichalkoJan,#Uganda,RT @MastercardFdn: We're celebrating the launch of # YoungAfricaWorks in #Uganda on Thursday! Details below -- and follow @YoungAfricaWks f…,,,,,
7/22/2020 11:50,Uganda,1465,15,Uganda,"Kampala, Uganda",4,LugamboBlog,#Uganda,"RT @africa_being: Preserving &amp; Promoting African Languages‼️  Join our online chat on 31 July.  Our key speakers are from: #Chad, #DRC/#Rwa…",,,,,
7/22/2020 11:49,Uganda,1115,777,Uganda,Hertfordshire,2,electricbrolly,#Uganda,1 ZOOM SHOW When Georgia in #Norfolk meets friends in #Uganda wearing the same T-shirt &amp,,,,,
7/22/2020 11:49,Uganda,1465,15,Uganda,"Kampala, Uganda",2,LugamboBlog,#Uganda,"RT @JEASjournal: Next, @GeorgeNugybaby &amp; @IsabS25 examine 'one-stop border posts' on the #Kenya/#Uganda and Uganda/#Rwanda frontiers to unp…",,,,,
7/22/2020 11:48,Uganda,1764,3074,Uganda,Rwanda,0,DanielSabiiti,#Uganda,"@weltenbuerger1 He has given #Uganda 6 new cities, give him the 4th decade. Isn't it what you want from your political maths",,,,,
